,Year,week,ILI_weeks,a_influenza,acute_bronchitis,body_temperature,braun_thermoscan,break_a_fever,bronchitis,chest_cold,cold_and_flu,cold_or_flu,cold_versus_flu,cold_vs_flu,contagious_flu,cough_fever,cure_flu,cure_the_flu,dangerous_fever,do_i_have_the_flu,ear_thermometer,early_flu_symptoms,expectorant,exposed_to_flu,fever_cough,fever_flu,fever_reducer,fight_the_flu,flu_and_cold,flu_and_fever,flu_care,flu_children,flu_complications,flu_contagious_period,flu_contagious,flu_cough,flu_duration,flu_fever,flu_germs,flu_headache,flu_how_long,flu_in_children,flu_incubation_period,flu_incubation,flu_lasts,flu_length,flu_medicine,flu_or_cold,flu_recovery,flu_relief,flu_remedies,flu_remedy,flu_report,flu_reports,flu_symptoms,flu_test,flu_treatment,flu_treatments,flu_versus_cold,flu_vs_cold,get_over_the_flu,get_rid_of_the_flu,having_the_flu,high_fever,how_long_contagious,how_long_does_flu_last,how_long_does_the_flu_last,how_long_flu,how_long_is_flu_contagious,how_long_is_the_flu_contagious,how_long_is_the_flu,how_to_get_rid_of_the_flu,how_to_treat_flu,how_to_treat_the_flu,human_temperature,i_have_the_flu,incubation_period_for_flu,incubation_period_for_the_flu,influenza_a_and_b,influenza_a,influenza_contagious,influenza_incubation_period,influenza_incubation,influenza_symptoms,influenza_treatment,influenza_type_a,is_flu_contagious,low_body,medicine_for_flu,medicine_for_the_flu,normal_body_temperature,normal_body,oscillococcinum,over_the_counter_flu_medicine,over_the_counter_flu,painful_cough,pneumonia,rapid_flu,reduce_a_fever,reduce_fever,remedies_for_flu,remedies_for_the_flu,respiratory_flu,robitussin,signs_of_flu,signs_of_the_flu,sinus_infections,sinus,strep_throat,strep,symptoms_of_bronchitis,symptoms_of_flu,symptoms_of_influenza,symptoms_of_pneumonia,symptoms_of_the_flu,taking_temperature,tessalon,the_flu_virus,the_flu,thermoscan,treat_flu,treat_the_flu,treating_flu,treating_the_flu,treatment_for_flu,treatment_for_the_flu,tussin,tussionex,type_a_influenza,upper_respiratory,walking_pneumonia,what_to_do_if_you_have_the_flu,Flu_Visit_Count,ILI_Visit_Count,Unspecified,CDC_Unweighted_ILI,ILI_lagwk1,ILI_lagwk2,ILI_lagwk3,ILI_lagwk4
354,2010,44,WK_44,7,34,49,27,16,37,32,19,15,18,13,5,14,2,3,25,7,35,6,39,5,14,10,22,6,19,15,9,6,7,4,5,14,7,10,7,18,6,5,1,1,13,2,8,15,8,22,12,11,2,2,2,3,3,7,18,13,8,9,18,40,13,7,6,6,3,4,5,9,10,7,64,15,1,4,8,7,3,8,10,7,19,5,4,57,12,11,39,56,29,6,7,16,49,7,37,19,14,12,9,39,3,7,20,52,54,59,35,2,8,29,3,40,28,4,4,27,9,6,8,9,4,8,35,39,5,38,51,6,0.00075,0.0031,0.00936,1.43723,1.53341,1.69445,1.9915,1.81305
355,2010,45,WK_45,6,29,50,25,12,38,29,19,13,10,12,5,15,2,3,20,11,34,6,38,6,15,13,23,7,19,19,11,6,8,2,5,15,5,13,7,18,7,5,1,1,11,6,12,13,9,23,13,13,3,1,2,3,5,4,10,12,13,11,13,39,14,6,4,7,3,4,4,9,11,10,67,16,2,3,9,6,5,4,4,9,15,6,6,57,12,11,39,54,23,6,7,10,50,4,11,18,17,12,5,38,4,6,22,56,57,62,32,2,10,26,3,39,39,4,4,20,10,10,9,10,6,11,30,43,6,38,54,10,0.00087,0.00331,0.00985,1.53341,1.69445,1.9915,1.81305,2.01426
356,2010,46,WK_46,7,37,51,22,14,38,34,18,15,15,7,5,20,3,5,26,9,37,8,37,7,20,13,26,8,18,14,10,6,4,4,5,12,8,13,13,13,8,4,1,1,6,6,12,15,5,12,15,11,2,1,2,2,5,3,15,7,12,16,12,41,15,8,8,8,3,2,6,12,11,7,62,14,1,5,3,7,2,3,2,5,18,3,4,62,10,12,35,54,37,13,9,14,53,4,24,24,16,9,5,41,4,6,24,60,57,61,33,2,11,32,3,40,32,4,4,24,7,10,9,8,5,14,35,41,3,44,52,9,0.00103,0.00363,0.0102,1.69445,1.9915,1.81305,2.01426,2.55659
357,2010,47,WK_47,8,32,56,28,13,41,32,19,19,5,10,5,16,3,6,21,10,30,6,38,6,17,12,26,15,19,17,8,6,4,5,5,14,5,12,9,16,8,6,1,1,13,5,13,19,4,12,17,9,2,2,2,2,5,5,5,10,13,9,12,44,16,9,6,8,3,3,5,8,13,10,61,12,1,4,8,8,3,4,4,8,25,7,4,64,11,9,34,51,26,13,10,14,53,6,21,28,15,10,4,47,4,6,26,59,64,64,37,2,12,34,5,36,36,6,4,20,10,12,10,10,6,8,45,42,7,43,58,9,0.00122,0.00386,0.0107,1.9915,1.81305,2.01426,2.55659,3.38185
358,2010,48,WK_48,4,32,43,35,17,37,34,17,16,6,6,7,16,3,5,17,9,39,6,50,6,16,11,25,11,17,12,5,5,4,5,7,9,9,11,12,14,8,5,2,2,7,5,11,16,7,18,14,16,1,1,2,2,5,8,5,6,10,18,15,38,18,8,7,8,5,3,6,18,12,9,44,11,2,5,5,4,3,5,5,6,17,5,6,50,16,16,32,44,29,14,11,27,47,5,20,17,13,12,6,51,4,4,21,53,59,61,41,2,8,29,4,40,31,5,4,30,9,10,6,6,6,5,42,47,5,39,45,10,0.0014,0.00438,0.01114,1.81305,2.01426,2.55659,3.38185,3.43172
359,2010,49,WK_49,7,33,56,23,16,43,41,20,17,15,14,7,22,3,6,31,6,41,8,51,8,22,12,25,11,20,19,7,6,5,7,7,11,9,12,6,18,9,5,2,2,16,7,12,18,6,27,20,20,2,1,2,2,6,6,15,14,13,18,9,41,18,7,7,9,6,5,7,17,15,13,58,11,2,3,6,7,3,7,3,9,21,4,6,59,13,11,40,59,39,11,11,14,59,5,41,25,20,8,4,50,5,8,26,62,63,65,41,2,15,35,4,29,32,6,4,33,13,15,5,10,6,12,41,52,4,42,58,11,0.00138,0.00411,0.01122,2.01426,2.55659,3.38185,3.43172,2.69151
360,2010,50,WK_50,8,35,57,28,13,41,37,24,10,5,11,7,21,3,8,31,8,39,8,51,8,21,14,27,16,24,16,6,5,5,8,7,12,9,14,12,10,8,6,1,1,6,5,13,10,4,24,19,18,2,2,2,3,6,5,5,11,12,17,15,38,15,9,6,8,6,5,8,13,16,18,53,11,2,7,6,8,4,5,6,9,11,8,6,57,18,11,37,56,41,9,11,16,55,3,25,22,17,17,4,58,4,6,27,61,65,65,37,2,15,35,5,38,36,6,4,31,11,14,10,17,6,14,38,46,8,45,53,6,0.00237,0.00534,0.01265,2.55659,3.38185,3.43172,2.69151,2.91063
361,2010,51,WK_51,8,23,51,26,20,41,36,22,18,5,16,8,23,4,8,27,10,42,5,56,9,23,16,31,9,22,21,5,5,4,8,8,16,11,16,8,17,10,7,2,2,13,5,15,18,9,15,18,14,3,1,2,3,6,7,5,16,22,16,16,39,18,14,10,10,8,5,9,15,13,16,58,12,2,8,5,8,5,5,5,8,19,12,7,51,15,9,37,53,41,10,10,14,53,6,32,30,20,23,7,63,5,8,22,59,64,65,44,2,6,39,5,38,48,5,4,31,12,15,11,12,7,19,41,41,12,43,61,7,0.00439,0.00842,0.01602,3.38185,3.43172,2.69151,2.91063,3.49232
362,2010,52,WK_52,10,37,43,61,28,44,47,25,20,13,16,17,29,4,8,31,11,40,5,52,12,29,18,42,15,25,29,5,6,3,15,17,20,12,18,18,20,16,6,3,3,12,6,17,20,8,29,28,25,2,2,3,2,8,8,13,16,21,27,22,49,27,16,14,16,14,12,16,27,19,23,43,13,4,12,11,10,8,7,4,9,13,12,15,49,21,22,38,48,48,22,14,30,53,6,45,38,30,18,5,68,5,9,28,61,68,66,46,2,10,34,5,40,33,8,5,43,14,26,15,12,5,11,48,47,12,45,58,9,0.00599,0.01068,0.01838,3.43172,2.69151,2.91063,3.49232,4.0037
363,2011,1,WK_1,9,37,48,46,25,49,50,27,26,25,21,15,36,5,8,29,10,48,9,70,15,36,19,43,7,27,23,8,4,5,19,15,22,14,19,17,19,14,5,4,4,14,8,20,26,15,34,34,19,4,1,4,3,8,8,25,21,22,49,26,51,24,16,14,14,11,10,16,37,29,27,50,16,5,19,7,9,6,13,8,12,21,9,12,54,26,20,43,46,51,13,12,23,59,9,59,47,46,41,10,81,6,14,35,73,71,71,52,3,9,47,6,35,48,7,5,35,19,30,18,24,8,20,48,52,9,51,63,13,0.00643,0.01079,0.01865,2.69151,2.91063,3.49232,4.0037,4.43534
364,2011,2,WK_2,13,54,66,21,32,60,56,33,26,23,21,13,37,5,6,40,15,50,10,76,9,37,23,42,14,33,35,9,7,9,15,13,27,24,23,15,25,16,7,4,3,16,9,21,26,9,25,28,33,3,2,4,3,10,6,23,21,23,30,32,55,26,20,17,16,10,9,13,28,23,27,75,22,5,9,15,13,7,11,9,14,19,20,13,84,22,18,58,67,69,26,18,31,72,10,54,39,30,21,7,91,6,11,37,84,82,82,57,3,13,53,6,45,54,8,6,30,18,26,17,29,10,22,45,64,20,65,78,13,0.00523,0.00873,0.01692,2.91063,3.49232,4.0037,4.43534,4.24215
365,2011,3,WK_3,13,47,69,33,32,51,48,29,22,8,20,12,31,4,7,48,12,57,9,63,12,31,20,48,11,29,28,8,7,7,14,12,19,17,20,10,24,16,9,3,3,17,3,14,22,9,35,24,26,4,2,4,3,10,9,8,20,24,31,22,59,23,19,16,16,10,9,12,30,24,28,75,20,4,7,15,13,6,8,6,16,29,17,11,77,19,12,53,64,55,20,19,33,69,7,57,48,24,16,9,79,7,12,31,74,74,75,53,3,17,48,7,53,51,7,6,39,20,30,14,16,8,16,60,58,17,51,74,8,0.00721,0.01109,0.01978,3.49232,4.0037,4.43534,4.24215,4.39719
366,2011,4,WK_4,19,44,62,47,39,55,44,28,26,15,19,14,46,5,10,43,15,69,10,59,21,46,25,51,16,28,31,8,9,8,13,14,22,18,25,15,25,17,9,5,5,21,6,20,26,14,31,25,33,3,1,4,4,11,10,15,19,25,39,24,72,25,21,20,17,12,12,16,28,22,26,64,19,7,12,19,19,9,8,14,19,31,32,13,76,22,23,56,69,59,21,17,22,70,10,73,61,30,26,9,80,8,17,33,73,83,82,56,3,20,51,7,66,42,8,6,51,20,27,17,27,11,26,54,52,32,55,74,14,0.01182,0.01644,0.0256,4.0037,4.43534,4.24215,4.39719,3.90256
367,2011,5,WK_5,25,55,76,36,43,60,54,26,34,20,26,17,49,6,14,60,16,66,18,63,16,49,28,49,12,26,38,9,12,10,16,17,31,24,28,18,33,20,13,4,4,19,8,24,34,10,37,28,31,4,2,5,5,12,9,20,26,30,36,26,67,27,25,25,20,13,13,18,39,27,27,80,22,6,8,30,25,16,17,16,25,39,42,15,85,25,29,63,79,57,24,26,46,75,10,82,60,26,23,12,91,8,15,33,78,87,87,65,4,16,52,9,61,52,8,7,45,27,35,24,28,10,22,61,55,42,68,74,11,0.01594,0.0217,0.03276,4.43534,4.24215,4.39719,3.90256,3.15073
368,2011,6,WK_6,30,53,70,43,50,61,54,28,28,22,21,16,49,5,10,62,18,59,12,62,14,49,29,62,13,28,37,11,10,7,11,16,32,26,29,12,30,21,11,5,5,18,8,19,28,12,42,33,31,3,1,5,6,10,7,22,21,41,40,28,73,26,26,25,21,14,14,17,35,24,28,79,31,7,12,26,30,14,20,18,27,47,38,17,79,29,29,62,69,64,20,21,50,74,16,73,56,35,32,14,75,9,17,32,75,86,87,70,4,28,51,9,53,45,8,7,42,23,31,23,28,11,22,52,54,38,61,71,18,0.01722,0.02376,0.03576,4.24215,4.39719,3.90256,3.15073,2.72422
369,2011,7,WK_7,30,61,76,37,50,63,52,30,30,24,26,18,58,5,11,64,19,66,16,71,17,58,32,66,14,30,48,9,9,7,22,18,29,29,32,24,36,23,14,5,4,15,8,22,30,22,36,34,23,4,2,5,5,11,10,24,26,39,46,34,72,27,33,28,23,16,17,22,43,26,42,92,29,7,12,28,30,13,16,15,29,49,34,19,83,28,36,60,76,67,39,27,47,77,9,86,71,36,37,16,67,9,17,38,80,95,97,64,4,34,61,10,53,52,10,8,35,24,36,17,21,10,20,57,52,34,66,78,23,0.01616,0.02216,0.03438,4.39719,3.90256,3.15073,2.72422,2.33336
370,2011,8,WK_8,36,66,74,28,49,67,51,26,30,24,23,21,59,7,12,69,18,71,11,77,22,60,33,64,23,26,45,11,10,12,18,20,33,27,33,24,31,25,13,6,5,19,12,24,30,16,30,36,27,3,2,5,6,12,12,24,23,34,39,31,90,32,33,28,25,19,18,19,48,28,30,81,28,7,10,42,36,18,19,25,37,55,45,18,83,23,31,67,81,59,25,22,51,83,12,82,65,34,32,15,60,9,17,37,82,100,100,66,5,32,62,11,59,58,11,8,42,27,36,16,21,13,17,43,58,45,68,79,28,0.01818,0.02468,0.03717,3.90256,3.15073,2.72422,2.33336,1.925
371,2011,9,WK_9,32,57,69,34,49,63,54,30,35,12,19,18,50,4,6,67,22,52,13,76,14,51,31,58,16,30,39,10,9,7,18,18,30,25,31,15,29,22,11,6,5,23,8,19,35,16,38,32,29,3,2,5,6,10,7,12,19,38,33,27,79,29,29,27,22,16,17,22,32,28,29,71,28,10,14,46,32,16,15,17,32,38,45,19,82,29,28,62,71,55,17,17,37,79,8,70,57,27,30,11,68,8,15,39,81,92,97,64,4,27,56,9,52,53,8,7,40,24,27,21,35,11,28,53,45,45,63,73,26,0.01409,0.01965,0.03074,3.15073,2.72422,2.33336,1.925,1.75243
372,2011,10,WK_10,27,60,66,41,37,59,41,26,20,17,14,14,47,4,10,63,15,75,12,56,12,47,23,48,13,27,29,7,8,8,16,14,25,26,23,20,26,18,9,4,4,10,7,19,20,18,25,24,21,2,1,4,5,9,11,17,14,27,25,22,77,24,25,22,18,12,11,15,25,19,16,57,21,6,12,35,27,11,14,18,27,43,31,11,77,21,14,53,71,44,17,14,41,74,12,60,45,27,18,10,56,7,13,37,78,89,93,57,3,32,49,7,43,45,9,6,38,15,19,17,23,10,22,43,41,31,56,68,13,0.00967,0.01451,0.02433,2.72422,2.33336,1.925,1.75243,1.57704
373,2011,11,WK_11,22,45,63,40,33,54,43,20,25,12,10,11,42,4,8,48,13,59,9,49,12,42,21,42,15,20,28,5,7,4,8,11,24,19,21,12,21,16,7,2,3,5,9,12,25,16,31,17,17,3,1,3,3,7,13,12,10,26,26,26,67,24,24,19,16,10,12,14,31,16,12,69,12,4,7,17,22,14,10,15,23,38,29,10,76,17,17,46,64,43,7,12,24,69,5,45,45,20,22,13,51,5,10,34,74,91,92,53,3,27,46,6,39,41,8,5,41,14,17,17,15,6,13,39,47,29,65,65,16,0.00713,0.01147,0.02045,2.33336,1.925,1.75243,1.57704,1.35766
374,2011,12,WK_12,18,35,61,22,26,47,36,15,14,6,10,10,39,3,7,46,12,57,5,53,11,39,17,39,5,15,21,5,6,4,8,10,16,13,17,3,18,15,7,2,2,12,9,11,14,12,27,17,16,3,1,2,3,7,8,6,10,16,24,21,58,20,25,26,15,10,10,18,23,14,12,54,11,3,6,21,18,11,11,9,21,39,22,10,65,18,16,52,65,23,11,9,19,62,8,41,37,16,15,8,44,4,8,31,71,84,88,41,2,22,45,5,45,39,6,4,23,14,12,8,10,7,11,39,47,22,48,59,8,0.00498,0.00912,0.01758,1.925,1.75243,1.57704,1.35766,1.31223
375,2011,13,WK_13,14,42,59,35,26,50,34,17,16,9,8,7,39,3,4,60,13,51,7,56,7,39,15,34,6,17,20,5,6,2,6,7,16,9,15,7,13,13,5,2,2,7,7,10,16,7,24,16,15,2,0,2,3,5,6,9,8,15,18,11,54,18,30,31,13,5,5,11,19,14,11,55,13,3,3,8,14,6,8,8,15,25,15,7,73,16,13,46,67,26,11,7,34,61,7,52,39,15,15,5,42,4,7,32,71,83,87,47,2,13,42,5,44,44,6,4,36,13,13,9,8,8,16,43,38,15,53,60,9,0.00325,0.00701,0.01476,1.75243,1.57704,1.35766,1.31223,1.14937
376,2011,14,WK_14,11,48,61,38,25,47,40,16,12,11,7,7,33,2,3,54,7,46,8,46,4,34,12,26,10,16,15,3,3,3,5,7,10,8,12,10,11,12,4,2,1,10,6,7,12,6,14,14,11,1,0,2,2,6,7,11,7,11,20,21,57,22,25,27,12,6,8,12,17,11,10,61,11,3,5,13,11,5,6,7,11,18,11,7,73,11,10,46,67,29,6,6,24,58,6,46,37,17,13,7,43,3,6,35,72,82,86,43,2,17,39,5,35,41,6,4,30,8,10,5,12,9,24,42,39,11,49,57,9,0.0022,0.00553,0.01297,1.57704,1.35766,1.31223,1.14937,1.11451
377,2011,15,WK_15,9,34,58,27,18,43,36,13,10,12,6,5,32,3,6,34,8,40,7,47,6,32,10,20,7,13,18,5,3,2,8,5,10,7,10,6,10,11,4,1,1,10,3,8,10,8,9,11,15,1,1,2,3,5,4,12,6,6,15,11,53,18,20,25,11,3,3,10,16,10,10,59,11,2,2,16,9,4,4,6,10,16,6,4,73,12,6,46,66,20,9,5,27,57,6,51,37,11,9,4,40,3,4,31,69,83,87,41,2,11,35,4,36,37,5,3,30,9,8,6,8,7,11,38,32,6,50,49,7,0.00162,0.00496,0.01218,1.35766,1.31223,1.14937,1.11451,1.10984
378,2011,16,WK_16,10,45,60,30,23,43,27,13,11,5,8,5,30,2,5,36,6,55,4,49,4,30,11,31,6,13,15,4,3,4,4,5,11,11,11,6,11,10,3,1,1,8,7,6,11,4,20,11,11,1,0,2,2,5,6,5,8,15,19,13,52,18,21,24,10,5,6,9,15,7,8,67,9,2,3,6,10,4,5,3,9,24,5,5,78,8,6,40,55,18,4,7,34,56,4,46,31,10,15,6,38,2,4,26,68,79,83,49,1,15,35,4,34,40,5,3,28,9,12,6,6,6,9,38,31,5,49,48,11,0.00102,0.00404,0.01069,1.31223,1.14937,1.11451,1.10984,1.0524
379,2011,17,WK_17,7,34,52,29,23,41,31,12,11,5,5,4,26,3,4,38,7,29,4,41,5,26,10,31,6,12,16,3,2,2,1,4,7,5,10,5,9,8,2,1,1,10,2,6,11,6,14,7,9,1,1,1,2,4,2,5,5,5,13,9,52,16,14,17,8,3,2,5,9,9,9,48,7,2,4,7,7,2,5,6,7,10,6,4,68,7,5,37,57,14,3,5,26,50,4,45,32,5,8,7,37,3,5,26,66,73,76,34,1,12,34,3,35,37,3,3,27,7,10,9,7,6,11,26,35,6,47,46,17,0.00075,0.00342,0.00951,1.14937,1.11451,1.10984,1.0524,1.03536
380,2011,18,WK_18,6,35,54,25,18,38,28,12,10,8,5,3,26,2,2,33,9,40,5,42,4,26,7,29,4,12,12,3,2,1,2,3,9,6,7,12,11,9,2,1,1,8,5,6,10,6,14,10,7,1,1,1,2,4,4,8,5,13,15,7,50,15,19,20,9,4,3,8,18,6,6,57,9,1,3,10,6,3,6,3,8,12,5,4,66,9,10,37,55,13,7,6,18,50,2,39,32,13,12,6,34,3,5,27,63,69,75,37,1,13,31,3,39,29,4,3,23,6,10,4,4,5,9,42,28,5,44,43,17,0.00058,0.00344,0.00944,1.11451,1.10984,1.0524,1.03536,1.11777
381,2011,19,WK_19,6,28,57,23,19,36,26,11,9,10,5,4,25,2,5,27,6,35,6,40,4,25,8,34,2,11,10,2,2,3,3,4,7,5,8,2,8,8,2,1,1,12,2,5,9,8,17,9,6,1,0,1,2,4,5,10,5,7,12,5,51,17,16,16,8,3,3,7,10,7,8,49,5,2,3,10,6,2,3,5,8,18,2,4,66,7,8,37,57,16,4,4,27,47,2,35,42,9,6,3,31,2,4,23,64,71,75,33,1,13,27,3,37,35,3,2,27,7,8,5,8,5,9,26,30,2,40,43,14,0.00038,0.00312,0.00881,1.10984,1.0524,1.03536,1.11777,0.982949
382,2011,20,WK_20,5,31,51,21,21,37,25,11,7,5,5,4,26,3,6,33,5,40,4,41,5,26,7,28,2,11,11,3,2,2,5,4,7,5,7,3,8,6,2,1,1,7,3,5,7,4,16,5,7,1,0,1,1,3,1,5,5,6,13,8,52,17,12,9,6,3,2,4,10,8,8,52,9,1,3,9,5,2,2,2,6,15,2,3,65,10,8,40,59,12,5,2,28,48,5,32,31,4,4,4,35,2,2,25,66,72,75,34,1,9,25,2,38,29,3,2,30,4,6,3,4,4,10,42,28,2,38,44,12,0.00035,0.0032,0.00903,1.0524,1.03536,1.11777,0.982949,0.925194
402,2011,40,WK_40,5,34,63,25,22,38,39,20,18,8,11,5,22,3,4,30,6,39,5,37,3,22,14,42,5,20,18,11,5,4,4,5,9,8,14,9,17,9,5,1,1,7,4,12,18,6,16,11,14,2,2,2,3,4,6,8,11,6,19,12,47,16,10,7,9,2,1,5,14,11,9,75,12,1,2,5,5,3,2,2,6,14,6,4,70,16,9,49,69,16,14,11,25,53,8,30,26,13,11,4,40,4,6,25,61,64,67,38,2,8,28,3,45,36,5,4,29,9,10,4,6,6,11,43,32,6,46,49,5,0.00045,0.00296,0.00916,1.20345,1.23777,1.25259,1.30546,1.45295
403,2011,41,WK_41,5,32,67,22,17,39,36,23,19,5,11,5,24,2,4,24,8,40,10,42,5,24,15,32,7,23,18,12,7,3,3,5,11,6,15,12,18,10,6,1,1,9,9,13,19,7,25,14,15,2,2,2,3,5,4,5,11,8,8,12,48,16,10,9,10,4,4,7,6,11,7,70,15,1,4,5,5,1,4,2,7,12,5,5,68,11,7,49,70,20,11,7,20,53,6,31,29,15,8,6,47,5,7,26,63,62,64,34,2,10,30,4,37,35,6,5,30,9,12,7,7,4,9,38,36,5,43,53,6,0.00053,0.00319,0.00912,1.23777,1.25259,1.30546,1.45295,1.44089
404,2011,42,WK_42,5,40,64,22,19,42,37,22,16,8,11,5,26,2,4,28,7,32,5,47,4,26,16,41,7,22,21,13,6,7,4,5,15,7,16,12,20,10,6,1,1,13,5,14,16,6,24,15,12,2,1,2,3,5,4,8,11,5,13,8,50,17,9,6,10,2,2,6,10,10,13,66,13,1,2,5,5,2,4,5,6,16,4,5,72,11,11,44,64,20,9,9,16,57,4,36,30,19,14,5,41,4,6,24,58,61,63,40,2,8,35,4,41,29,5,5,21,10,9,8,13,6,13,32,40,4,42,54,9,0.00055,0.00328,0.00932,1.25259,1.30546,1.45295,1.44089,1.46221
405,2011,43,WK_43,5,34,63,32,19,45,39,19,18,9,11,5,24,2,4,26,9,51,6,43,4,24,18,32,9,19,25,11,7,5,4,5,12,9,18,6,20,8,6,1,1,9,8,14,18,9,24,16,15,2,1,2,3,4,4,9,11,9,8,13,47,17,11,10,8,3,3,5,10,12,12,69,12,1,4,7,5,2,4,5,7,12,8,5,65,16,14,46,65,25,17,10,24,59,6,27,25,14,11,7,39,4,9,24,59,61,64,39,2,10,32,4,52,38,7,5,29,10,12,8,16,4,10,40,38,8,48,55,7,0.00054,0.00318,0.00938,1.30546,1.45295,1.44089,1.46221,1.65573
406,2011,44,WK_44,5,32,63,19,17,45,37,26,18,9,11,6,26,3,4,28,9,45,9,43,5,25,16,28,11,27,24,13,7,4,4,6,14,10,16,13,20,10,6,1,1,7,8,14,18,6,36,13,16,2,2,3,3,5,4,9,11,12,14,13,50,19,12,10,10,3,3,6,14,13,14,70,15,3,7,5,5,3,5,3,9,16,5,5,69,14,14,47,67,23,15,9,20,62,6,36,39,14,6,6,44,5,8,23,60,64,66,43,2,11,37,4,43,39,6,5,24,8,11,11,10,5,12,36,35,5,47,58,6,0.00058,0.00349,0.00999,1.45295,1.44089,1.46221,1.65573,1.46606
407,2011,45,WK_45,6,43,61,27,30,49,39,25,22,11,18,6,26,3,5,30,14,41,9,49,4,26,16,34,7,25,26,9,6,5,6,6,13,12,16,7,18,9,6,2,1,17,6,12,22,6,19,16,14,2,1,3,3,5,3,11,18,8,17,14,49,19,11,8,9,4,3,5,14,12,12,62,15,2,4,6,6,2,3,2,9,17,7,6,66,14,14,49,71,28,16,10,35,64,4,38,33,15,11,5,48,5,9,29,65,72,73,47,2,12,42,5,43,37,7,5,29,12,14,9,15,6,9,40,36,7,53,66,8,0.0007,0.00375,0.01046,1.44089,1.46221,1.65573,1.46606,1.51811
408,2011,46,WK_46,5,40,59,49,23,50,40,24,17,12,13,5,27,4,5,32,9,47,9,51,4,27,15,36,9,24,20,9,5,4,4,5,12,9,15,11,21,9,5,1,1,12,7,13,17,9,20,19,16,2,1,3,4,5,4,12,13,7,15,17,49,21,10,9,9,3,4,5,14,11,11,61,14,1,4,8,5,2,4,3,8,15,4,5,68,16,11,49,65,25,12,16,25,71,4,24,30,22,13,7,52,5,9,26,65,70,71,46,2,11,47,4,43,45,5,5,36,9,9,7,8,5,10,47,39,4,52,73,8,0.00064,0.00372,0.01047,1.46221,1.65573,1.46606,1.51811,1.66429
409,2011,47,WK_47,6,43,65,31,20,52,49,25,18,3,14,7,28,2,7,26,11,46,12,51,8,29,15,35,11,25,20,9,6,4,2,7,12,8,15,11,26,10,5,1,1,6,4,12,18,7,24,17,13,2,1,3,3,4,5,3,14,14,19,15,45,22,12,8,10,3,3,6,14,14,15,71,14,2,4,8,6,2,5,3,9,11,5,6,71,12,11,49,67,25,9,7,25,69,4,28,31,18,15,6,54,5,8,25,65,73,77,50,2,13,45,5,48,56,7,5,26,12,17,6,4,6,11,50,45,5,54,69,5,0.00057,0.00363,0.01048,1.65573,1.46606,1.51811,1.66429,1.85274
410,2011,48,WK_48,5,37,54,26,24,46,44,21,15,16,13,8,27,3,6,30,8,46,8,56,5,27,14,29,14,21,18,6,4,3,5,8,13,9,14,8,21,9,3,1,1,7,6,11,15,7,12,17,14,1,1,2,2,5,5,16,13,14,17,10,44,24,11,8,9,5,6,7,12,9,8,46,12,1,7,8,5,2,2,2,5,9,4,7,55,12,15,40,54,24,13,11,37,63,4,40,31,17,15,6,48,5,8,24,57,66,67,47,2,7,42,4,56,38,5,4,27,10,12,10,9,7,11,47,40,4,48,63,10,0.00062,0.00382,0.01074,1.46606,1.51811,1.66429,1.85274,2.12413
411,2011,49,WK_49,6,45,64,34,24,53,44,26,19,8,16,6,29,3,6,37,11,56,8,60,10,29,14,42,7,26,13,6,4,4,4,6,12,9,14,14,21,9,3,2,1,7,6,12,18,7,23,18,13,2,1,3,3,5,4,8,16,12,15,13,42,20,12,12,9,4,3,6,14,11,13,66,14,2,5,9,6,3,4,3,9,15,4,6,69,13,13,49,62,26,16,9,27,72,5,36,36,19,13,6,57,5,10,30,66,74,76,49,2,16,46,5,39,41,7,4,34,9,15,6,9,6,15,49,40,4,59,74,11,0.0008,0.00377,0.01041,1.51811,1.66429,1.85274,2.12413,1.76709
412,2011,50,WK_50,5,46,67,28,20,48,43,27,20,14,14,7,26,3,5,31,8,57,11,51,6,26,13,27,6,27,18,6,4,4,3,7,11,8,13,6,21,9,4,1,1,7,4,14,20,5,26,17,12,1,1,2,3,5,6,14,14,11,15,12,43,21,12,12,9,4,4,6,15,15,9,68,13,2,3,11,5,2,3,3,7,20,6,6,70,16,14,44,65,27,13,11,17,67,5,29,29,17,11,7,56,4,8,26,63,69,71,42,2,6,47,4,40,45,6,4,25,12,15,10,19,5,11,46,41,6,57,72,9,0.00068,0.00364,0.01032,1.66429,1.85274,2.12413,1.76709,1.5434
413,2011,51,WK_51,5,35,60,34,30,48,40,26,16,7,15,8,29,3,5,27,8,49,8,53,5,29,13,38,7,26,20,6,4,3,4,8,11,9,13,10,17,9,4,2,1,14,5,13,16,9,30,16,15,2,1,3,3,6,2,7,15,14,18,15,43,22,11,9,9,4,5,6,17,14,12,67,13,2,2,6,5,2,5,5,9,17,7,7,63,17,15,45,61,35,10,9,15,65,4,36,35,14,8,9,53,5,8,27,66,72,73,41,2,10,42,5,37,39,7,4,29,12,13,11,15,6,11,43,40,7,62,69,8,0.00083,0.00405,0.011,1.85274,2.12413,1.76709,1.5434,1.64762
